Population,Region,year,max5dprcp_spawn,mnprcp_rear,maxq_spawn,medq_rear,mean_swe,cdd_rear,maxDaily_spawn,maxDaily_migrate,maxWeekly_migrate,daysGT17_migrate,cddGT17_migrate
Carmacks,Yukon (CA),2015,270123.09,13411.95901,168.73438,59.75,51.73478543,1725.512813,17.68268222,19.68954441,19.20011708,43,52.90647249
Carmacks,Yukon (CA),2016,236674.3798,12186.63914,66.078125,45.75,53.25009438,1742.995979,17.25227078,19.241334,18.50575089,31,35.46269425
Carmacks,Yukon (CA),2017,256684.4498,14813.16374,130.25,76.65625,83.36758438,1670.360525,17.98424147,19.545563,19.11327864,43,65.35721565
Carmacks,Yukon (CA),2018,163563.76,7205.102565,133.73438,29.34375,78.49578089,1570.667648,18.91358653,19.80649429,19.33371618,29,30.87922607
LwrMain,Yukon (CA),1980,271820.71,15906.17967,140.90625,64,90.03624783,1118.370409,11.38007625,18.60230094,18.2927589,26,16.92509135
LwrMain,Yukon (CA),1981,241503.01,17046.77467,138.85938,87.1875,110.0506515,1118.977657,9.780214529,17.90347497,17.6007488,11,6.046320467
LwrMain,Yukon (CA),1982,254242.0701,14482.18322,96.234375,49.78125,129.1816777,1106.167503,10.95272694,18.75221007,18.20606058,29,24.19031582
LwrMain,Yukon (CA),1983,243232.9799,16889.50849,115.765625,47.734375,149.2536544,1087.855996,9.512805512,18.91086659,18.54585116,36,32.47800535
LwrMain,Yukon (CA),1984,310075.96,14347.55007,130.90625,50.28125,157.8830645,1089.130934,11.07719505,17.98931719,17.66685413,24,14.09767823
LwrMain,Yukon (CA),1985,193582.33,16598.94678,179.51562,87.453125,167.7466691,1089.608941,10.96207905,19.31386163,18.72274346,40,38.54774554
LwrMain,Yukon (CA),1986,329827.7904,10370.55264,321.75,63.5,154.7628075,1102.385173,9.722180195,18.77684413,18.57309204,31,25.8232676
LwrMain,Yukon (CA),1987,203203.72,16182.81422,164.89844,56.34375,182.8946597,1026.848118,10.59538015,18.75227415,18.27845211,32,29.8072882
LwrMain,Yukon (CA),1988,269355.68,17168.32301,216.07812,80.78125,204.5216974,1059.332535,10.70529927,18.74654879,18.38401713,32,25.91709549
LwrMain,Yukon (CA),1989,208530.67,9914.195987,81.625,44.03125,177.457979,1126.475783,11.58902609,19.43190068,18.97688335,40,56.47314205
LwrMain,Yukon (CA),1990,282935.08,17649.45861,129.96875,67.15625,204.1200628,1103.36803,11.19605418,20.02486804,19.77349219,47,65.10130322
LwrMain,Yukon (CA),1991,370481.4701,16255.23324,224.09375,58.125,271.172363,1082.164271,10.09962002,20.21043207,20.01123462,34,58.51373788
LwrMain,Yukon (CA),1992,255366.19,16499.39993,151.10938,56,219.7016427,1033.262317,10.26595012,20.26738512,19.72251505,40,64.19139151
LwrMain,Yukon (CA),1993,283309.74,13788.4975,155.73438,62.859375,207.6205212,1087.563028,10.66693999,20.01045033,19.49231392,45,60.91720364
LwrMain,Yukon (CA),1994,212561.5201,14636.31796,71.25,50.234375,157.0177091,1181.009051,12.7571716,19.49042314,18.64995021,39,37.46165202
LwrMain,Yukon (CA),1995,248606.1,15450.50152,143.98438,64.0625,86.66776735,1157.263983,10.43214082,19.35126634,18.18083872,33,27.63858876
LwrMain,Yukon (CA),1996,252925.2594,15757.02594,107.015625,60.15625,207.3355172,1059.774943,9.671891753,18.82871948,18.59886109,40,39.88911678
LwrMain,Yukon (CA),1997,260515.86,21145.42928,192.5,77.375,155.5401035,1167.715804,11.6427178,18.42180718,18.24484742,36,29.2170248
LwrMain,Yukon (CA),1998,254124.66,14842.55277,60.046875,39.65625,74.21580804,1122.965316,10.6097282,19.06719666,18.33788486,26,24.12207963
LwrMain,Yukon (CA),1999,435536.6,14611.29462,112.59375,41.4375,240.325615,1089.740483,11.79903323,19.37595571,19.00879322,44,52.61115767
LwrMain,Yukon (CA),2000,268020.1501,20051.71784,146.23438,88.578125,141.9849238,1096.636741,10.92089878,18.16682233,17.32332445,12,5.871316794
LwrMain,Yukon (CA),2001,176951.97,15553.8652,188.25,73.671875,158.6530937,1138.376354,11.18244459,17.8504594,17.29314793,9,3.527795435
LwrMain,Yukon (CA),2002,309061.7001,18484.50066,204.10938,66.015625,152.6156241,1156.444075,12.03379363,20.21481393,19.73411522,22,37.74552726
LwrMain,Yukon (CA),2003,652721.5902,19699.96349,205.85938,56.53125,284.2322909,1064.183475,10.7481032,18.71538522,18.25426145,29,23.86532187
LwrMain,Yukon (CA),2004,324861.75,11926.49955,274.85938,28.1875,283.3858185,1119.947151,11.14707284,20.43320838,19.8677682,53,79.63698413
LwrMain,Yukon (CA),2005,341577.3001,20809.73441,86.84375,49.703125,215.5697418,1116.13369,11.31012934,18.82358081,18.3979441,38,30.23370767
LwrMain,Yukon (CA),2006,253852.43,13781.89875,88.171875,44.46875,123.4501978,1150.534041,10.62877896,18.78607813,18.19764204,20,16.99566233
LwrMain,Yukon (CA),2007,404181.1007,25568.17219,145.03125,63.71875,146.2218045,1159.124091,10.79694397,19.87811331,19.70171751,42,84.00605592
LwrMain,Yukon (CA),2008,467956.3279,26237.16467,161.32031,83.625,155.7980757,1132.864334,10.94691866,19.06555316,18.57950855,27,24.9389897
LwrMain,Yukon (CA),2009,548687.1833,19887.42899,136.01562,45.65625,125.5162362,1158.948715,12.06454665,19.47351558,19.07262285,30,44.62073709
LwrMain,Yukon (CA),2010,543880.1108,35377.83856,114.65625,64.46875,82.63163233,1150.379619,12.11806769,18.68686709,18.37748181,37,33.05016723
LwrMain,Yukon (CA),2011,569752.4279,39962.23841,158.39062,71.234375,92.05480509,1119.278657,9.969553376,18.17679656,17.72300584,27,13.59347759
LwrMain,Yukon (CA),2012,330378.9595,24575.27482,90.9375,60.625,122.3760035,1157.702475,10.89415842,18.04295453,17.64503945,22,10.01845496
LwrMain,Yukon (CA),2013,413769.4585,20094.76486,233.35938,52.1875,180.1108365,1107.454779,12.26271744,19.67910254,19.2973918,48,63.22423056
LwrMain,Yukon (CA),2014,535924.5346,35379.91826,182.75,58.5625,121.6714823,1126.990303,9.738229695,18.985452,18.47554235,9,11.54399783
LwrMain,Yukon (CA),2015,433012.5592,38699.99395,220.51562,68.3125,207.1004515,1133.05096,11.38627223,19.68954441,19.20011708,43,52.90647249
LwrMain,Yukon (CA),2016,470717.2787,30406.55082,478.53125,84.203125,136.4226853,1180.924864,11.07569969,19.241334,18.50575089,31,35.46269425
LwrMain,Yukon (CA),2017,435102.2991,27707.02065,121.078125,54.4375,166.9353147,1232.34181,12.46237352,19.545563,19.11327864,43,65.35721565
LwrMain,Yukon (CA),2018,489343.79,24729.69929,236.23438,71.65625,145.5989308,1090.145108,12.55682176,19.80649429,19.33371618,29,30.87922607
MidMain,Yukon (CA),1980,2595700.121,156099.5665,1377.6719,1283.7812,178.6004583,2048.771492,18.06190718,18.60230094,18.2927589,26,16.92509135
MidMain,Yukon (CA),1981,4035486.31,173368.2959,1563.8281,1421.2109,170.1556717,2023.871014,17.94111555,17.90347497,17.6007488,11,6.046320467
MidMain,Yukon (CA),1982,2500431.961,116941.0424,1218.9375,994.4375,177.5851,2035.547557,17.79621514,18.75221007,18.20606058,29,24.19031582
MidMain,Yukon (CA),1983,3146961.471,227977.2883,1311.8594,1157.9375,126.4305439,1977.756445,16.89686547,18.91086659,18.54585116,36,32.47800535
MidMain,Yukon (CA),1984,2794239.563,163064.5785,1183.9531,1052.3594,181.6465117,2039.890299,18.21241095,17.98931719,17.66685413,24,14.09767823
MidMain,Yukon (CA),1985,1688889.53,150766.7305,1676.6562,1402.2969,212.6305403,2016.032767,17.41244614,19.31386163,18.72274346,40,38.54774554
MidMain,Yukon (CA),1986,3814075.77,173113.6657,1939.3594,1563.5625,218.2308299,2032.379825,17.23719387,18.77684413,18.57309204,31,25.8232676
MidMain,Yukon (CA),1987,2382315.24,175630.7391,1710.8281,1395.6562,180.7484815,2030.700447,17.20994035,18.75227415,18.27845211,32,29.8072882
MidMain,Yukon (CA),1988,3137440.22,233999.3503,2457.1719,1736.8438,207.2206895,2019.089279,17.27730958,18.74654879,18.38401713,32,25.91709549
MidMain,Yukon (CA),1989,3064716.022,147662.0273,1199.5,1192.3438,244.988319,2051.968072,17.92552865,19.43190068,18.97688335,40,56.47314205
MidMain,Yukon (CA),1990,2475825.34,184782.555,1431.6875,1350.8906,308.8724912,2038.26942,18.01141866,20.02486804,19.77349219,47,65.10130322
MidMain,Yukon (CA),1991,3606262.169,241858.7433,1539.2031,1350.75,346.453686,2016.120443,17.86548843,20.21043207,20.01123462,34,58.51373788
MidMain,Yukon (CA),1992,3574316.2,154989.9969,1998.4844,1573.5938,235.5440932,2029.098201,17.24974628,20.26738512,19.72251505,40,64.19139151
MidMain,Yukon (CA),1993,2864062.678,189337.4561,1638.5938,1593.5312,203.2099737,2031.608983,17.26703984,20.01045033,19.49231392,45,60.91720364
MidMain,Yukon (CA),1994,2672771.688,149345.7682,1501.9531,1385.0938,246.6633303,2049.896205,17.94987284,19.49042314,18.64995021,39,37.46165202
MidMain,Yukon (CA),1995,2958161.43,147512.1224,988.25,963.96875,216.5047907,2091.171589,17.84608203,19.35126634,18.18083872,33,27.63858876
MidMain,Yukon (CA),1996,3070182.93,141977.6912,1298.2969,1094.1875,219.4206109,2009.697455,16.9491492,18.82871948,18.59886109,40,39.88911678
MidMain,Yukon (CA),1997,2006225.79,162026.2098,1406.4062,1198.3906,230.3991578,2042.390668,17.87433579,18.42180718,18.24484742,36,29.2170248
MidMain,Yukon (CA),1998,2292693.351,105422.7848,1010.5,928.71875,117.1962922,2020.276371,18.17509868,19.06719666,18.33788486,26,24.12207963
MidMain,Yukon (CA),1999,2060538.329,159185.3782,1428.4062,1117.9688,217.3805716,2038.431956,18.2137663,19.37595571,19.00879322,44,52.61115767
MidMain,Yukon (CA),2000,2606878.161,218860.9824,1941.9844,1747.0781,142.8394975,2020.455456,17.41864559,18.16682233,17.32332445,12,5.871316794
MidMain,Yukon (CA),2001,2301403.171,165504.4111,1970.5,1526.2188,167.5135829,2034.362777,17.66586134,17.8504594,17.29314793,9,3.527795435
MidMain,Yukon (CA),2002,3102900.031,160268.3546,1181.4688,1137.75,119.2802669,1986.062292,17.49944387,20.21481393,19.73411522,22,37.74552726
MidMain,Yukon (CA),2003,2182545.29,138573.2963,1204.4375,1006.4375,197.9508451,2063.583325,18.02995418,18.71538522,18.25426145,29,23.86532187
MidMain,Yukon (CA),2004,2110674.338,135341.5279,1274.5,1237.3594,218.000153,2050.59481,17.96556365,20.43320838,19.8677682,53,79.63698413
MidMain,Yukon (CA),2005,3397544.45,197679.3525,1423.1562,1434.2812,166.1083182,2036.079238,18.25648767,18.82358081,18.3979441,38,30.23370767
MidMain,Yukon (CA),2006,1989152.59,174447.8192,1438.7812,1324.7812,181.4688907,2033.226864,17.29784081,18.78607813,18.19764204,20,16.99566233
MidMain,Yukon (CA),2007,2910619.301,213726.5488,2033.2188,1741.5625,272.8288637,2042.900887,17.37268809,19.87811331,19.70171751,42,84.00605592
MidMain,Yukon (CA),2008,3352879.37,199678.2136,1681.1875,1521.9062,245.254037,2011.453123,17.38514438,19.06555316,18.57950855,27,24.9389897
MidMain,Yukon (CA),2009,3823151.814,155741.8917,1317.5938,1473.4219,240.1655157,2025.568106,17.78939365,19.47351558,19.07262285,30,44.62073709
MidMain,Yukon (CA),2010,3146227.48,166008.8592,1151.125,1096.75,173.6911049,2053.563984,18.52609679,18.68686709,18.37748181,37,33.05016723
MidMain,Yukon (CA),2011,2966050.14,209289.2602,1304.0391,1238.9609,213.212327,2026.284301,16.85617094,18.17679656,17.72300584,27,13.59347759
MidMain,Yukon (CA),2012,3244625.449,206177.1042,1676.6875,1461.9531,254.6194281,2026.009539,17.52128751,18.04295453,17.64503945,22,10.01845496
MidMain,Yukon (CA),2013,2939909.12,189724.2765,1446.2969,1371.0625,237.8503318,2047.415647,18.19043518,19.67910254,19.2973918,48,63.22423056
MidMain,Yukon (CA),2014,5603135.561,234883.8084,1456.1562,1356.9688,101.6526607,1968.744897,17.47768951,18.985452,18.47554235,9,11.54399783
MidMain,Yukon (CA),2015,4339219.21,220620.6548,1509.875,1282.9688,141.2028919,2047.154428,17.81019233,19.68954441,19.20011708,43,52.90647249
MidMain,Yukon (CA),2016,3425486.27,187269.3282,1287.4297,1071.0469,136.6563911,2093.746111,18.3464755,19.241334,18.50575089,31,35.46269425
MidMain,Yukon (CA),2017,3103742.69,211282.3096,1639.25,1168.6719,129.9889562,2009.050696,17.97010201,19.545563,19.11327864,43,65.35721565
MidMain,Yukon (CA),2018,3316403.4,138684.4894,1007.34375,984.3125,135.988271,1916.317564,19.253905,19.80649429,19.33371618,29,30.87922607
Pelly,Yukon (CA),1980,150289.3,13942.3019,109.71875,102.25,126.295767,2087.761897,18.15713097,18.60230094,18.2927589,26,16.92509135
Pelly,Yukon (CA),1981,199467.96,11621.46079,93,90.109375,128.6726612,2038.159605,17.32554634,17.90347497,17.6007488,11,6.046320467
Pelly,Yukon (CA),1982,281263.06,11025.7829,92.59375,92.421875,154.8200206,2174.871906,18.25830607,18.75221007,18.20606058,29,24.19031582
Pelly,Yukon (CA),1983,277996.89,17178.5627,112.40625,108.78125,164.4624661,2054.340043,17.69281463,18.91086659,18.54585116,36,32.47800535
Pelly,Yukon (CA),1984,433680.4401,17283.04745,101.125,87.390625,220.34787,1961.798737,18.85450079,17.98931719,17.66685413,24,14.09767823
Pelly,Yukon (CA),1985,385346.6002,17887.75711,141.10938,169.84375,231.7447628,1878.790698,16.48868346,19.31386163,18.72274346,40,38.54774554
Pelly,Yukon (CA),1986,323503.3801,15813.62468,135.23438,124.734375,172.803111,2028.556423,17.3165328,18.77684413,18.57309204,31,25.8232676
Pelly,Yukon (CA),1987,222052.41,14493.77217,154.23438,136.25,119.8459843,2000.443612,17.4346771,18.75227415,18.27845211,32,29.8072882
Pelly,Yukon (CA),1988,285958.5801,16854.02641,148.15625,163.34375,162.6961949,2011.949383,17.0416482,18.74654879,18.38401713,32,25.91709549
Pelly,Yukon (CA),1989,192925.2601,9921.204147,66.53125,74.46875,165.2885278,2206.786132,20.51704329,19.43190068,18.97688335,40,56.47314205
Pelly,Yukon (CA),1990,285692.8702,17755.52586,176.625,142.57812,200.7396135,1968.637925,18.43359252,20.02486804,19.77349219,47,65.10130322
Pelly,Yukon (CA),1991,350461.24,20586.20585,257.90625,188.48438,368.8148816,1866.238452,15.89291447,20.21043207,20.01123462,34,58.51373788
Pelly,Yukon (CA),1992,208980.8901,13322.77353,131.54688,121.8125,174.4209862,1903.425977,17.0495334,20.26738512,19.72251505,40,64.19139151
Pelly,Yukon (CA),1993,221351.86,16538.02317,115.53125,140.34375,131.125232,2039.689084,18.03498438,20.01045033,19.49231392,45,60.91720364
Pelly,Yukon (CA),1994,245227.1001,10171.16473,137.9375,86.4375,95.94685797,2142.544532,20.39271573,19.49042314,18.64995021,39,37.46165202
Pelly,Yukon (CA),1995,198263.3,15829.94263,182.21875,125.46875,133.0957232,2084.410726,16.61828259,19.35126634,18.18083872,33,27.63858876
Pelly,Yukon (CA),1996,342041.3303,18352.99313,155.98438,117.53125,139.1588044,2098.514965,17.43071708,18.82871948,18.59886109,40,39.88911678
Pelly,Yukon (CA),1997,146559.6799,15010.63486,154.65625,134.32812,94.4287915,2029.812698,16.81068265,18.42180718,18.24484742,36,29.2170248
Pelly,Yukon (CA),1998,137950.6197,11285.35363,71.15625,79.796875,40.78031795,2254.619536,18.92911092,19.06719666,18.33788486,26,24.12207963
Pelly,Yukon (CA),1999,139880.06,16315.20375,178.5625,103.78125,110.1750911,2089.886209,17.69744692,19.37595571,19.00879322,44,52.61115767
Pelly,Yukon (CA),2000,489334.04,21750.8106,185.57812,129.35938,94.1262376,1968.572049,17.54771172,18.16682233,17.32332445,12,5.871316794
Pelly,Yukon (CA),2001,347871.7704,11357.62454,138.39062,118.34375,103.2747305,2058.382867,17.56816295,17.8504594,17.29314793,9,3.527795435
Pelly,Yukon (CA),2002,316207.25,12959.84724,190.70312,120.71875,70.90840893,2110.720973,18.07164441,20.21481393,19.73411522,22,37.74552726
Pelly,Yukon (CA),2003,138228.06,9707.508028,67.53125,82.125,148.7329482,2159.306645,20.51704329,18.71538522,18.25426145,29,23.86532187
Pelly,Yukon (CA),2004,227423.2503,11474.50027,87.25781,84.28125,176.4478946,2190.494981,19.47074661,20.43320838,19.8677682,53,79.63698413
Pelly,Yukon (CA),2005,216265.7899,16237.7479,141.64062,161.17188,105.0640403,1980.988833,18.22925342,18.82358081,18.3979441,38,30.23370767
Pelly,Yukon (CA),2006,162888.89,12687.02211,97.59375,101.296875,139.4163164,2085.634196,17.36819472,18.78607813,18.19764204,20,16.99566233
Pelly,Yukon (CA),2007,270754.8,13821.24928,120.75,123.59375,327.618264,2006.297272,16.76562383,19.87811331,19.70171751,42,84.00605592
Pelly,Yukon (CA),2008,510476.13,21858.14987,187.53125,150.39062,109.1882228,1906.295699,17.0290113,19.06555316,18.57950855,27,24.9389897
Pelly,Yukon (CA),2009,215553.67,11577.98757,80.578125,82.96875,154.5962169,2132.62177,20.91478209,19.47351558,19.07262285,30,44.62073709
Pelly,Yukon (CA),2010,160392.6001,9386.924737,57.5,89.515625,130.6369949,2261.469907,20.61999446,18.68686709,18.37748181,37,33.05016723
Pelly,Yukon (CA),2011,249222.12,18423.9921,226.3125,174.03125,177.7180445,1998.474092,16.46892639,18.17679656,17.72300584,27,13.59347759
Pelly,Yukon (CA),2012,189849.32,14272.28921,136.46875,136.46875,200.1271463,1894.993207,16.32821714,18.04295453,17.64503945,22,10.01845496
Pelly,Yukon (CA),2013,181918.2799,14613.76691,131.09375,105.6875,189.9416596,2175.166096,20.51704329,19.67910254,19.2973918,48,63.22423056
Pelly,Yukon (CA),2014,296053.58,16394.79658,109.390625,108.15625,80.78005814,2070.518179,18.2515519,18.985452,18.47554235,9,11.54399783
Pelly,Yukon (CA),2015,367748.8301,15602.06731,206.71875,126.1875,87.72000646,2108.030196,18.7436182,19.68954441,19.20011708,43,52.90647249
Pelly,Yukon (CA),2016,296855.0001,12401.59242,126.796875,97.0625,78.1203166,2166.349102,18.23719927,19.241334,18.50575089,31,35.46269425
Pelly,Yukon (CA),2017,198879.7701,18236.45441,218.5625,161.125,89.18715525,2151.997595,18.11385939,19.545563,19.11327864,43,65.35721565
Pelly,Yukon (CA),2018,138178.4604,7428.748885,131.9375,108.09375,85.91863897,2051.623486,19.27856909,19.80649429,19.33371618,29,30.87922607
Stewart,Yukon (CA),1980,121536.7901,9297.519412,50.46875,39.984375,78.24862501,1339.375214,14.10019117,18.60230094,18.2927589,26,16.92509135
Stewart,Yukon (CA),1981,141248.21,9639.498226,63.203125,51.664062,104.6634365,1312.741441,12.51135446,17.90347497,17.6007488,11,6.046320467
Stewart,Yukon (CA),1982,210240.29,9231.407832,39.984375,39.03125,151.834646,1476.214656,15.23324335,18.75221007,18.20606058,29,24.19031582
Stewart,Yukon (CA),1983,165621.78,10768.71461,55.8125,39.484375,155.8096111,1435.199328,14.36130391,18.91086659,18.54585116,36,32.47800535
Stewart,Yukon (CA),1984,145283.86,9364.632156,41.359375,45.3125,178.3832497,1463.671951,14.87956439,17.98931719,17.66685413,24,14.09767823
Stewart,Yukon (CA),1985,119194.96,9904.775724,56.671875,51.234375,180.9345293,1393.4508,14.56705096,19.31386163,18.72274346,40,38.54774554
Stewart,Yukon (CA),1986,186660.3801,7080.151187,101.484375,53.53125,182.9517989,1464.701631,14.12701923,18.77684413,18.57309204,31,25.8232676
Stewart,Yukon (CA),1987,162336.67,9363.572374,61.46875,41.703125,190.3184053,1422.298526,14.17563562,18.75227415,18.27845211,32,29.8072882
Stewart,Yukon (CA),1988,132694.34,10200.22739,48.25,42.46875,219.0925631,1432.479331,13.18265509,18.74654879,18.38401713,32,25.91709549
Stewart,Yukon (CA),1989,106276.2201,5614.452502,35.65625,38.28125,159.5346305,1611.80378,15.63623212,19.43190068,18.97688335,40,56.47314205
Stewart,Yukon (CA),1990,162829.22,10607.5871,56.78125,43.0625,215.246093,1443.316271,14.43882035,20.02486804,19.77349219,47,65.10130322
Stewart,Yukon (CA),1991,183086.9505,8711.3429,64.625,47.734375,312.5606537,1416.860573,13.23768167,20.21043207,20.01123462,34,58.51373788
Stewart,Yukon (CA),1992,161371.5301,10305.10399,52.5625,40.71875,230.657995,1335.334062,12.98684967,20.26738512,19.72251505,40,64.19139151
Stewart,Yukon (CA),1993,155351.94,8485.224608,58.40625,48.140625,186.5363148,1527.618934,15.73683129,20.01045033,19.49231392,45,60.91720364
Stewart,Yukon (CA),1994,123658.12,7545.823094,34,34,146.7354901,1581.766764,15.56671297,19.49042314,18.64995021,39,37.46165202
Stewart,Yukon (CA),1995,127444.14,8904.936713,55.8125,39.1875,84.20528394,1448.688925,13.7171416,19.35126634,18.18083872,33,27.63858876
Stewart,Yukon (CA),1996,170838.4698,9811.286929,52.671875,42.265625,207.3315947,1360.334305,12.32024516,18.82871948,18.59886109,40,39.88911678
Stewart,Yukon (CA),1997,154861.1,11689.98342,57.515625,50.15625,147.9101711,1474.019883,13.9996391,18.42180718,18.24484742,36,29.2170248
Stewart,Yukon (CA),1998,112244.59,7248.473818,32.34375,32.28125,56.99456632,1390.405169,15.06938476,19.06719666,18.33788486,26,24.12207963
Stewart,Yukon (CA),1999,230990.51,9280.508292,47.6875,35.828125,220.0444477,1429.244521,15.12360811,19.37595571,19.00879322,44,52.61115767
Stewart,Yukon (CA),2000,115096,11176.94556,57.84375,48.890625,131.3939887,1388.046383,13.69760558,18.16682233,17.32332445,12,5.871316794
Stewart,Yukon (CA),2001,99546.91998,9257.667238,81.921875,56.9375,163.2258031,1439.662249,14.39931119,17.8504594,17.29314793,9,3.527795435
Stewart,Yukon (CA),2002,185551.2001,11338.6398,88.140625,46,132.1000973,1466.226112,14.27233503,20.21481393,19.73411522,22,37.74552726
Stewart,Yukon (CA),2003,304711.1302,10918.39112,56.75,46.71875,251.2658635,1388.959009,14.96083051,18.71538522,18.25426145,29,23.86532187
Stewart,Yukon (CA),2004,139265.4,6222.491108,47.078125,30.125,264.0200758,1511.502756,15.13923965,20.43320838,19.8677682,53,79.63698413
Stewart,Yukon (CA),2005,218838.5199,13086.09401,41.578125,40.015625,192.8401614,1487.839335,14.88531318,18.82358081,18.3979441,38,30.23370767
Stewart,Yukon (CA),2006,134851.8701,8135.513947,48.890625,36.375,136.5209879,1543.690596,14.36259494,18.78607813,18.19764204,20,16.99566233
Stewart,Yukon (CA),2007,148453.4401,11682.94578,62.046875,43.414062,160.8875183,1576.019314,14.49506153,19.87811331,19.70171751,42,84.00605592
Stewart,Yukon (CA),2008,224315.1596,14986.17335,79.57031,46.8125,165.4053597,1478.160238,13.41640124,19.06555316,18.57950855,27,24.9389897
Stewart,Yukon (CA),2009,257688.7613,10782.36502,49.390625,44.039062,107.1383372,1425.661177,15.261051,19.47351558,19.07262285,30,44.62073709
Stewart,Yukon (CA),2010,221051.0902,15920.61001,36.609375,40.46875,94.51868338,1421.047731,15.07179999,18.68686709,18.37748181,37,33.05016723
Stewart,Yukon (CA),2011,232974.9096,17059.00888,71.5,55.15625,120.9708401,1270.116489,12.36961949,18.17679656,17.72300584,27,13.59347759
Stewart,Yukon (CA),2012,168586.3999,12198.40987,51.0625,50.0625,127.8711377,1302.312832,13.39643014,18.04295453,17.64503945,22,10.01845496
Stewart,Yukon (CA),2013,228992.0197,13556.73559,54.96875,39.578125,176.0762719,1582.773372,15.92865011,19.67910254,19.2973918,48,63.22423056
Stewart,Yukon (CA),2014,226705.8181,18020.5232,56.8125,40.3125,104.6291287,1404.499161,14.7093935,18.985452,18.47554235,9,11.54399783
Stewart,Yukon (CA),2015,276258.0199,18018.6219,59.578125,44.625,221.2286932,1423.507215,13.87527466,19.68954441,19.20011708,43,52.90647249
Stewart,Yukon (CA),2016,200288.6099,15418.8549,67.078125,45.015625,143.4776877,1552.01306,14.29936875,19.241334,18.50575089,31,35.46269425
Stewart,Yukon (CA),2017,141770.0098,13695.70849,63.234375,35.890625,156.5253286,1620.104357,15.90534244,19.545563,19.11327864,43,65.35721565
Stewart,Yukon (CA),2018,218255.6402,13062.74254,79.5,55.53125,116.6728491,1286.996228,15.03584351,19.80649429,19.33371618,29,30.87922607
Teslin,Yukon (CA),1980,1045761.29,70510.4783,912.8281,617.125,191.7994965,1636.005932,16.42970586,18.60230094,18.2927589,26,16.92509135
Teslin,Yukon (CA),1981,1490844.07,68347.28619,982.6719,806.1406,175.5892066,1708.713283,16.59524051,17.90347497,17.6007488,11,6.046320467
Teslin,Yukon (CA),1982,798349.0097,43052.89429,699.0156,444.03125,193.5237327,1628.931917,17.46414183,18.75221007,18.20606058,29,24.19031582
Teslin,Yukon (CA),1983,1375930.721,97184.07133,703.1094,545.84375,129.961476,1654.177117,16.59305182,18.91086659,18.54585116,36,32.47800535
Teslin,Yukon (CA),1984,1048280.371,62304.46476,661.5,520.125,210.3828413,1726.332313,18.49251113,17.98931719,17.66685413,24,14.09767823
Teslin,Yukon (CA),1985,876008.31,58238.43392,980.78125,535.5156,233.7702108,1882.234497,17.53198716,19.31386163,18.72274346,40,38.54774554
Teslin,Yukon (CA),1986,1713205.95,67305.56205,1149.7188,671.5156,227.1407625,1833.093905,17.21411729,18.77684413,18.57309204,31,25.8232676
Teslin,Yukon (CA),1987,1192364.21,73832.7429,1085.1406,667.8281,227.8555647,1846.383829,17.40870233,18.75227415,18.27845211,32,29.8072882
Teslin,Yukon (CA),1988,1052687.5,97921.94765,1274.0781,815.0469,239.3446394,1895.592554,17.56038535,18.74654879,18.38401713,32,25.91709549
Teslin,Yukon (CA),1989,1116028.34,53678.72573,771.34375,580.875,257.6200566,2023.177652,19.13018834,19.43190068,18.97688335,40,56.47314205
Teslin,Yukon (CA),1990,1023687.56,66269.78699,807.0469,611.875,309.1927504,1928.233872,19.05343697,20.02486804,19.77349219,47,65.10130322
Teslin,Yukon (CA),1991,1718890.979,94815.69238,793.4219,615.3125,359.5828924,1870.664306,18.77793095,20.21043207,20.01123462,34,58.51373788
Teslin,Yukon (CA),1992,1315655.49,53535.35779,1272.1406,778.375,238.1685812,1881.721968,17.14553117,20.26738512,19.72251505,40,64.19139151
Teslin,Yukon (CA),1993,1217927.53,74422.78759,987,800.5625,227.3655073,1946.394597,17.57814851,20.01045033,19.49231392,45,60.91720364
Teslin,Yukon (CA),1994,1333492.23,61919.70751,907.0469,604.8125,290.2549909,1895.162682,18.23012011,19.49042314,18.64995021,39,37.46165202
Teslin,Yukon (CA),1995,1363663.191,59974.4717,638.2031,488.59375,240.4800368,1965.249326,18.35375799,19.35126634,18.18083872,33,27.63858876
Teslin,Yukon (CA),1996,1396683.46,52339.11034,716.2969,488.40625,245.4396983,1835.998476,17.95237869,18.82871948,18.59886109,40,39.88911678
Teslin,Yukon (CA),1997,1108813.62,67736.13402,750.6406,502.90625,254.0179594,1892.163861,18.48464974,18.42180718,18.24484742,36,29.2170248
Teslin,Yukon (CA),1998,912007.8294,45766.60231,657.0781,459.625,128.1479633,1685.234757,17.50169527,19.06719666,18.33788486,26,24.12207963
Teslin,Yukon (CA),1999,848009.1996,61427.90283,818.8906,574.7969,233.6259054,1856.52809,18.51900942,19.37595571,19.00879322,44,52.61115767
Teslin,Yukon (CA),2000,1002627.27,77268.60642,1278.5156,876.21875,120.2744467,1643.509482,16.82778336,18.16682233,17.32332445,12,5.871316794
Teslin,Yukon (CA),2001,744298.3201,60063.47217,1239.6875,787.03125,135.7911138,1690.690994,17.22551983,17.8504594,17.29314793,9,3.527795435
Teslin,Yukon (CA),2002,1538714.75,70982.98396,690.0625,564.65625,120.9621128,1733.855816,17.62067088,20.21481393,19.73411522,22,37.74552726
