Year,Population,Subrigion,RiverBasin,logspawners,logrecruits,spawn.error,rec.error,SummerSST,WinterSST,MarineCompetitorsIndex,IceConcentrationIndex,BodySize,Uwind,RiverIceBreakup,max5dprcp_stand,maxq_spawn,mean_swe_icu,mean_swe_rear,medq_rear,mnprcp_rear_stand,maxDaily_spawn_stand,maxDaily_migrate,cdd_rear
1989,Holitna,Kuskokwim,Kuskokwim,10.13604294,10.0554007,1.050937713,0.836006774,0.719525634,-0.319203977,-1.163538411,0.035119662,0.499952344,1.905602694,-0.286305613,-0.562089119,1.49810671,0.103909184,2.334420793,0.822457596,-0.954359928,-1.548100643,-0.982533809,0.804858997
1990,Holitna,Kuskokwim,Kuskokwim,10.12233952,9.205126997,0.617385721,1.098213581,-0.652636801,-0.535051202,-0.409177252,0.755072677,0.002418195,1.412793001,1.560254619,-1.80649805,0.054857988,2.334420793,-0.05950315,0.220361148,-1.808607303,0.804858997,0.441372123,0.216671619
1991,Holitna,Kuskokwim,Kuskokwim,9.803831188,10.47244324,0.485867015,0.652365046,0.561805814,0.268640913,0.239678913,-0.459848028,0.202147697,1.764180422,-0.9787657,-0.893377795,0.348894664,-0.05950315,0.277213003,-0.298313918,-1.127026499,0.216671619,0.156334366,0.934487589
1992,Holitna,Kuskokwim,Kuskokwim,9.923218013,9.25412386,0.146163685,1.362673129,1.313603624,-0.840046133,0.662912275,-0.44184922,0.338248855,1.299144904,-0.401715627,-0.676804492,0.078005004,0.277213003,0.733740839,0.793747813,-0.599121963,0.934487589,0.24025755,-0.019292506
1993,Holitna,Kuskokwim,Kuskokwim,9.856447946,10.27265426,0.156875978,0.31232659,-0.40817108,0.768520328,0.87285227,0.521087951,0.328891266,-1.330623288,-0.517125642,-0.107714126,1.564882215,0.733740839,1.814728893,1.055658364,-0.814876414,-0.019292506,1.083402771,-1.0626965
1994,Holitna,Kuskokwim,Kuskokwim,9.86897372,7.703001203,0.328649094,0.676603255,0.088646354,-0.837131325,0.379401207,-0.92781748,0.36030738,-0.487292726,-0.170895598,0.299398869,-0.077009606,1.814728893,-1.034076357,0.898837086,0.51481839,-1.0626965,-1.497089968,0.368490769
1995,Holitna,Kuskokwim,Kuskokwim,9.944362842,10.83173101,0.145903146,0.151290738,0.055788058,-0.972404924,0.133278485,0.431093828,0.352492657,0.651356856,-0.9787657,-0.376258665,-0.189938813,-1.034076357,-0.37677602,-0.869533793,-0.437680358,0.368490769,-0.064295122,-0.210804814
1996,Holitna,Kuskokwim,Kuskokwim,9.775116743,8.767835069,0.256658677,0.749026873,-0.019128857,-0.690993441,-0.261924091,0.773071539,0.187642788,1.976581097,-0.517125642,-0.97754435,-1.035013687,-0.37677602,0.208836531,-1.829150537,-1.399301802,-0.210804814,1.152583227,2.444995346
1997,Holitna,Kuskokwim,Kuskokwim,10.02339485,8.70466026,0.166702178,0.717114657,-1.949882321,-1.612129615,-0.384439504,0.935060923,-0.67726679,-0.790827155,0.867794532,-0.195809962,1.655716563,0.208836531,-0.965184242,0.353076983,1.153629549,2.444995346,1.925189305,-1.328896333
1998,Holitna,Kuskokwim,Kuskokwim,9.363823075,10.28999794,0.38292352,0.662636718,-0.505431635,1.750688392,-0.105968147,0.692076793,-1.058183776,-0.194070259,-0.055485584,-0.624458754,-0.564358562,-0.965184242,-0.26060544,0.010453536,0.046958228,-1.328896333,-0.718568494,-0.618174944
1999,Holitna,Kuskokwim,Kuskokwim,9.037005639,9.704099144,0.157547115,0.820854442,-1.341346682,-0.934909891,-0.116923799,-1.125804589,-0.106185171,0.43946759,0.636974503,-0.521960055,-0.112501673,-0.26060544,-0.450428731,-1.072128579,-0.472232881,-0.618174944,-0.191451416,-0.787548281
2000,Holitna,Kuskokwim,Kuskokwim,8.824569032,10.85899662,0.11367269,0.471738447,-2.227206339,1.238742079,0.226912612,-0.369853905,-0.13581215,-0.705744345,0.406154474,1.055112176,-0.649160625,-0.450428731,0.462419759,0.174316879,0.65850716,-0.787548281,1.258926535,-0.720162984
2001,Holitna,Kuskokwim,Kuskokwim,10.03028181,8.961618346,0.119135348,0.793263921,0.488203232,0.27622058,0.395191846,-1.089806972,-0.128795344,0.153704485,-0.9787657,0.722349896,-1.05507435,0.462419759,-0.540899232,-0.94347556,0.132468371,-0.720162984,-1.623120347,-0.056710922
2002,Holitna,Kuskokwim,Kuskokwim,9.209230777,10.2293978,0.158337247,0.430439836,0.24373751,1.040137648,0.358632698,-0.945816289,-0.315433857,0.742252827,-0.9787657,0.66982121,-0.216452571,-0.540899232,-0.637596967,-0.353837976,-0.602858564,-0.056710922,1.531333656,-0.896885326
2003,Holitna,Kuskokwim,Kuskokwim,9.580675987,10.50237091,0.291214872,0.857408675,-0.019128857,-0.734980547,0.342849731,-1.125804589,0.251120119,0.914348523,-0.170895598,1.431002762,0.370498503,-0.637596967,0.529893883,-1.492756522,-0.172788783,-0.896885326,-0.180527808,1.632702262
2004,Holitna,Kuskokwim,Kuskokwim,10.28008149,9.392978529,0.111056626,0.804870412,0.622265079,-0.846140732,0.15124071,-0.270860377,-0.472618992,-0.311288039,1.444844604,-0.119938235,-1.365033359,0.529893883,-0.17655391,-1.126569243,0.446076428,1.632702262,1.119449464,0.765516716
2005,Holitna,Kuskokwim,Kuskokwim,10.20691196,9.71792802,0.146055389,0.611001456,0.758955589,-1.121271254,-0.073680463,0.404095588,-0.448089009,-2.127747297,-0.863355685,0.257187322,-1.165899242,-0.17655391,-0.057011293,-0.043987128,-0.172135884,0.765516716,1.292789551,-0.715090614
2006,Holitna,Kuskokwim,Kuskokwim,9.951046647,9.352491291,0.137600599,0.731568992,1.593556304,-1.085155005,0.394201158,1.844001615,-0.773056323,1.042119424,0.29074446,0.138778636,2.255293348,-0.057011293,-0.958450463,0.01099506,-0.161348643,-0.715090614,0.703577097,1.533999923
2007,Holitna,Kuskokwim,Kuskokwim,9.825297654,8.992020718,0.4756828,1.071027661,-0.003356875,-0.754324274,0.221592639,2.086985746,-1.723885667,-1.128539204,-0.170895598,-0.462666342,-0.44897444,-0.958450463,1.361007283,0.217652662,-0.891305712,1.533999923,0.708562436,0.047771391
2008,Holitna,Kuskokwim,Kuskokwim,9.678533212,10.08550569,0.464454731,0.569201902,2.224435585,-0.842695959,0.244546513,1.924996468,-0.940204655,0.910072248,0.752384517,-0.022976327,-0.666275355,1.361007283,2.925876968,-0.475719866,-0.540857912,0.047771391,-1.316883841,1.103272115
2009,Holitna,Kuskokwim,Kuskokwim,9.620289487,8.61312248,0.465480572,0.732435065,0.702439321,-1.793482516,0.450328684,0.440093232,-0.397059713,-0.441855231,0.059924431,-0.634634789,-0.604339649,2.925876968,-0.036707041,0.508002407,-0.333142149,1.103272115,1.562571973,-0.038986578
2010,Holitna,Kuskokwim,Kuskokwim,8.768966861,8.298533221,0.146442284,0.604882227,-0.674980442,-1.389752462,0.776374563,2.806938732,-1.486390459,0.035055439,0.521564488,-0.568690318,0.695117238,-0.036707041,1.047823758,-0.43157145,-0.058102695,-0.038986578,-0.306184415,-0.421796424
2011,Holitna,Kuskokwim,Kuskokwim,8.961055715,9.551072536,0.328662615,0.38495792,1.229486386,0.400999704,0.869724829,1.394030972,-1.519215157,-0.677629351,2.137304691,0.753990756,-1.101859311,1.047823758,0.471970474,1.873621268,1.664209959,-0.421796424,-0.885349196,-0.554143376
2012,Holitna,Kuskokwim,Kuskokwim,9.25873791,9.824210335,0.340991447,0.379685498,1.901109954,1.026358554,1.287236284,-1.107805781,-0.855110859,0.789675236,-0.9787657,-0.149730007,1.538789265,0.471970474,0.126179572,-0.577829718,-0.574520306,-0.554143376,-1.411008577,0.147976217
2013,Holitna,Kuskokwim,Kuskokwim,8.585265379,8.448587098,0.147473288,0.704065994,0.666952361,1.57609109,1.459631122,-1.116805185,-0.372254211,1.930878401,-0.747945671,-1.414439018,1.412743509,0.126179572,-1.303417495,-0.302647496,-0.054044364,0.147976217,0.926826185,0.734128171
1993,Holokuk,Kuskokwim,Kuskokwim,6.762660739,6.738751256,0.177522764,1.011142803,-0.40817108,0.768520328,0.87285227,0.521087951,0.328891266,-1.330623288,-0.517125642,0.854324964,0.924998972,0.156941221,1.486540515,1.28084709,-0.839249862,-0.019292506,1.083402771,-1.0626965
1994,Holokuk,Kuskokwim,Kuskokwim,7.279763661,5.650473815,0.921272423,1.099241214,0.088646354,-0.837131325,0.379401207,-0.92781748,0.36030738,-0.487292726,-0.170895598,0.0749332,-0.457251797,1.486540515,-0.949890976,1.114670311,0.647147269,-1.0626965,-1.497089968,0.368490769
1995,Holokuk,Kuskokwim,Kuskokwim,8.233301844,4.87640958,1.050408172,1.090494848,0.055788058,-0.972404924,0.133278485,0.431093828,0.352492657,0.651356856,-0.9787657,-1.203399789,-0.324969232,-0.949890976,-0.590195637,-0.385075119,-0.859499815,0.368490769,-0.064295122,-0.210804814
1996,Holokuk,Kuskokwim,Kuskokwim,8.563137639,3.927197633,0.863988259,1.56219702,-0.019128857,-0.690993441,-0.261924091,0.773071539,0.187642788,1.976581097,-0.517125642,-0.174341091,-0.362008369,-0.590195637,0.261853121,-1.753956336,-1.599336202,-0.210804814,1.152583227,2.444995346
1997,Holokuk,Kuskokwim,Kuskokwim,8.560645121,7.471380723,0.806669332,0.713680142,-1.949882321,-1.612129615,-0.384439504,0.935060923,-0.67726679,-0.790827155,0.867794532,-0.724581742,-0.228911759,0.261853121,-0.451074819,1.480259225,1.085328383,2.444995346,1.925189305,-1.328896333
1998,Holokuk,Kuskokwim,Kuskokwim,8.070511013,9.066639466,0.741869497,0.1849901,-0.505431635,1.750688392,-0.105968147,0.692076793,-1.058183776,-0.194070259,-0.055485584,0.566403203,-0.120236592,-0.451074819,-0.849971885,0.140458944,0.407542333,-1.328896333,-0.718568494,-0.618174944
1999,Holokuk,Kuskokwim,Kuskokwim,6.102873535,6.316797011,0.636674457,0.918790578,-1.341346682,-0.934909891,-0.116923799,-1.125804589,-0.106185171,0.43946759,0.636974503,-0.843569091,-0.421433756,-0.849971885,-0.222279877,-0.343530925,0.035053317,-0.618174944,-0.191451416,-0.787548281
2000,Holokuk,Kuskokwim,Kuskokwim,4.841191915,5.252169613,0.731767343,1.230791027,-2.227206339,1.238742079,0.226912612,-0.369853905,-0.13581215,-0.705744345,0.406154474,2.559285896,-0.887882336,-0.222279877,1.76918108,0.204852446,2.546903393,-0.787548281,1.258926535,-0.720162984
2001,Holokuk,Kuskokwim,Kuskokwim,5.619679091,8.760262825,0.231462299,0.243453675,0.488203232,0.27622058,0.395191846,-1.089806972,-0.128795344,0.153704485,-0.9787657,0.157924164,-0.694139296,1.76918108,-0.668605632,-1.099635269,-0.122737864,-0.720162984,-1.623120347,-0.056710922
2002,Holokuk,Kuskokwim,Kuskokwim,7.476037951,6.953926164,0.115754651,0.892102876,0.24373751,1.040137648,0.358632698,-0.945816289,-0.315433857,0.742252827,-0.9787657,1.057144023,-1.139015621,-0.668605632,-0.309043098,0.362720386,-0.038014647,-0.056710922,1.531333656,-0.896885326
2003,Holokuk,Kuskokwim,Kuskokwim,8.016195666,6.918088507,0.105774773,0.918981466,-0.019128857,-0.734980547,0.342849731,-1.125804589,0.251120119,0.914348523,-0.170895598,0.882345301,0.432500906,-0.309043098,0.591578247,-1.612706074,0.043170577,-0.896885326,-0.180527808,1.632702262
2004,Holokuk,Kuskokwim,Kuskokwim,7.889765301,8.843797577,0.14237113,0.181914398,0.622265079,-0.846140732,0.15124071,-0.270860377,-0.472618992,-0.311288039,1.444844604,0.103140304,-1.442247927,0.591578247,-0.002974684,-0.999929202,0.481852137,1.632702262,1.119449464,0.765516716
2005,Holokuk,Kuskokwim,Kuskokwim,7.670505576,6.174357246,0.14058219,0.697090845,0.758955589,-1.121271254,-0.073680463,0.404095588,-0.448089009,-2.127747297,-0.863355685,0.543399027,-0.426318034,-0.002974684,-0.562756282,-0.518016543,0.065655318,0.765516716,1.292789551,-0.715090614
2006,Holokuk,Kuskokwim,Kuskokwim,7.726303673,5.539628699,0.134855272,0.837095461,1.593556304,-1.085155005,0.394201158,1.844001615,-0.773056323,1.042119424,0.29074446,-0.321831404,2.590537883,-0.562756282,-0.982293767,0.358565967,-0.01842965,-0.715090614,0.703577097,1.533999923
2007,Holokuk,Kuskokwim,Kuskokwim,7.347835729,5.29727995,0.192580754,0.643087786,-0.003356875,-0.754324274,0.221592639,2.086985746,-1.723885667,-1.128539204,-0.170895598,-0.373684958,-0.345320444,-0.982293767,1.105949302,0.163308251,-1.080705754,1.533999923,0.708562436,0.047771391
2008,Holokuk,Kuskokwim,Kuskokwim,7.453685959,5.257473559,0.127485066,0.774007916,2.224435585,-0.842695959,0.244546513,1.924996468,-0.940204655,0.910072248,0.752384517,-0.796252144,-1.227339681,1.105949302,1.490328868,-0.920995232,-0.537343651,0.047771391,-1.316883841,1.103272115
2009,Holokuk,Kuskokwim,Kuskokwim,7.581123273,5.868933617,0.117119067,0.471895601,0.702439321,-1.793482516,0.450328684,0.440093232,-0.397059713,-0.441855231,0.059924431,-0.706673237,-0.723851963,1.490328868,-0.435476905,0.479044131,-0.460349266,1.103272115,1.562571973,-0.038986578
2010,Holokuk,Kuskokwim,Kuskokwim,6.670991871,5.33967691,0.129006286,0.650970604,-0.674980442,-1.389752462,0.776374563,2.806938732,-1.486390459,0.035055439,0.521564488,-0.770844673,0.29411302,-0.435476905,0.592808873,0.022057989,-0.707590177,-0.038986578,-0.306184415,-0.421796424
2011,Holokuk,Kuskokwim,Kuskokwim,5.457337052,5.825804689,0.19769119,0.737153422,1.229486386,0.400999704,0.869724829,1.394030972,-1.519215157,-0.677629351,2.137304691,0.829305199,-0.42713208,0.592808873,0.372271795,1.59242855,1.627381105,-0.421796424,-0.885349196,-0.554143376
2012,Holokuk,Kuskokwim,Kuskokwim,5.115464441,6.187850935,0.229427346,0.917163294,1.901109954,1.026358554,1.287236284,-1.107805781,-0.855110859,0.789675236,-0.9787657,0.187217336,1.40772848,0.372271795,0.31159703,-1.004083621,-0.645024261,-0.554143376,-1.411008577,0.147976217
2013,Holokuk,Kuskokwim,Kuskokwim,4.514146987,6.91162858,0.193321928,0.524464959,0.666952361,1.57609109,1.459631122,-1.116805185,-0.372254211,1.930878401,-0.747945671,-1.679138367,1.734975129,0.31159703,-1.155442387,-0.626031449,-0.328102116,0.147976217,0.926826185,0.734128171
1980,Kisaralik,Kuskokwim,Kuskokwim,8.98380156,5.522512939,0.827896527,1.509692935,-1.11791027,0,-2.018020252,0.017120837,1.728552738,-0.302185813,0.867794532,-0.954123198,-0.392316743,-1.084684252,-0.122121233,-0.212624753,-0.419244651,0.015366045,-1.215305255,0.119770747
1981,Kisaralik,Kuskokwim,Kuskokwim,7.694791745,7.6948664,0.742989717,1.050302431,0.402771662,0,-1.771016707,-0.423850384,1.807115208,0.415989797,0.059924431,1.061339994,-0.091908722,-0.122121233,0.784700948,1.144884942,1.991590302,0.119770747,-1.345581953,-0.900932526
1982,Kisaralik,Kuskokwim,Kuskokwim,6.375248923,9.781613318,0.256562181,0.305618465,-0.191306327,1.378255399,-1.404131795,0.017120837,1.666088125,-1.067292888,0.29074446,-0.234936367,0.557382043,0.784700948,-1.168541976,-1.108800399,-1.238091087,-0.900932526,-1.116420426,0.216937708
1983,Kisaralik,Kuskokwim,Kuskokwim,6.388129068,6.874395852,0.598117106,0.750430327,-0.660522792,0.28175755,-1.3445648,-0.126869775,1.492710201,-0.049611727,1.675664633,-0.148648199,1.816383101,-1.168541976,-0.231872636,-1.108800399,-1.175461827,0.216937708,0.804470442,-1.557292773
1984,Kisaralik,Kuskokwim,Kuskokwim,6.097044196,6.260228834,0.48425191,1.078070696,0.985020665,0.82020212,-1.489833947,-0.126869775,1.212412137,0.410774907,0.406154474,0.841003365,-0.74564654,-0.231872636,-0.49512414,2.069380104,-0.682917419,-1.557292773,-0.080545896,-0.181793063
1985,Kisaralik,Kuskokwim,Kuskokwim,6.018313474,7.773216995,0.25788485,0.924234357,-0.404228084,0.258006668,-1.27917655,-1.125804589,1.568583764,-0.335565368,0.867794532,0.066462171,0.944732676,-0.49512414,-1.263137024,-0.309459226,-0.302448496,-0.181793063,-0.423891435,0.006037064
1986,Kisaralik,Kuskokwim,Kuskokwim,7.362303911,8.881623917,0.470819428,0.659947114,-0.805099294,-0.346118634,-1.295741835,0.044119074,1.127390713,0.533319712,0.059924431,0.163376391,0.549376806,-1.263137024,0.093559033,-0.384368913,-1.032132919,0.006037064,-0.284102937,-1.355324157
1987,Kisaralik,Kuskokwim,Kuskokwim,8.683546398,7.993263616,0.346145945,0.750421595,1.462123121,-0.168182843,-1.11856755,-0.333856261,0.801156433,2.009610415,0.059924431,0.660794151,-1.840990925,0.093559033,2.892057432,-0.777188004,-0.426761274,-1.355324157,-1.338988693,0.047509837
1988,Kisaralik,Kuskokwim,Kuskokwim,8.412013163,8.901637261,0.250284964,0.843035561,1.242629705,-0.450256782,-1.123159668,-0.315857452,0.871173652,0.183154663,-0.517125642,0.006712336,-1.489662438,2.892057432,0.722604944,2.358969992,0.253955039,0.047509837,-0.016918663,-0.402307151
1989,Kisaralik,Kuskokwim,Kuskokwim,7.111556528,9.744299597,0.239602774,0.558729837,0.719525634,-0.319203977,-1.163538411,0.035119662,0.499952344,1.905602694,-0.286305613,-0.017544249,-0.005188399,0.722604944,3.63165121,0.472524824,1.086519117,-0.402307151,-0.928973201,0.038986823
1990,Kisaralik,Kuskokwim,Kuskokwim,7.76609623,7.493030199,0.186922943,1.255020848,-0.652636801,-0.535051202,-0.409177252,0.755072677,0.002418195,1.412793001,1.560254619,-1.709445783,0.584509797,3.63165121,0.502808614,-0.501301108,-1.691420982,0.038986823,-0.070856534,-0.558914464
1991,Kisaralik,Kuskokwim,Kuskokwim,7.602686877,7.616345059,0.190465962,1.04688942,0.561805814,0.268640913,0.239678913,-0.459848028,0.202147697,1.764180422,-0.9787657,-0.684362672,-1.183250631,0.502808614,0.65250716,-0.842962363,-0.699370589,-0.558914464,0.022921498,-1.433991532
1992,Kisaralik,Kuskokwim,Kuskokwim,8.155525196,6.007354919,0.355717894,1.3160982,1.313603624,-0.840046133,0.662912275,-0.44184922,0.338248855,1.299144904,-0.401715627,0.112653321,-0.557085428,0.65250716,0.036158676,1.857440502,-0.245991988,-1.433991532,0.341007334,0.552648394
1993,Kisaralik,Kuskokwim,Kuskokwim,8.692168412,9.136891064,0.232556051,0.367133745,-0.40817108,0.768520328,0.87285227,0.521087951,0.328891266,-1.330623288,-0.517125642,1.048670016,0.638765588,0.036158676,0.665444466,1.735940643,-0.328249019,0.552648394,1.410116371,-0.964005339
1994,Kisaralik,Kuskokwim,Kuskokwim,8.855730045,7.413127304,0.235721758,1.065383956,0.088646354,-0.837131325,0.379401207,-0.92781748,0.36030738,-0.487292726,-0.170895598,0.338555133,0.342582332,0.665444466,-0.881619536,0.710043344,1.536675797,-0.964005339,-1.511562694,1.394398617
1995,Kisaralik,Kuskokwim,Kuskokwim,8.967586117,9.673499887,0.234733673,1.095411541,0.055788058,-0.972404924,0.133278485,0.431093828,0.352492657,0.651356856,-0.9787657,-1.29591134,-0.583991035,-0.881619536,-0.590899793,-0.493079313,-0.904732023,1.394398617,0.110672719,-0.928880067
1996,Kisaralik,Kuskokwim,Kuskokwim,7.800447336,10.03612018,0.460468849,0.485870604,-0.019128857,-0.690993441,-0.261924091,0.773071539,0.187642788,1.976581097,-0.517125642,-0.503078208,-0.558419587,-0.590899793,0.082483227,-0.872195412,-1.013687158,-0.928880067,1.488443695,0.2232609
1997,Kisaralik,Kuskokwim,Kuskokwim,8.047621835,7.736854907,0.23060965,0.907350318,-1.949882321,-1.612129615,-0.384439504,0.935060923,-0.67726679,-0.790827155,0.867794532,-0.612766688,-0.158839093,0.082483227,-0.610737583,0.498103742,0.067876067,0.2232609,0.624242158,0.285257557
1998,Kisaralik,Kuskokwim,Kuskokwim,7.862272538,7.639148193,0.216040499,0.904471221,-0.505431635,1.750688392,-0.105968147,0.692076793,-1.058183776,-0.194070259,-0.055485584,-0.234759086,-0.62245921,-0.610737583,-0.658090579,0.121728241,0.009327671,0.285257557,-0.437884856,0.365974732
1999,Kisaralik,Kuskokwim,Kuskokwim,8.149463622,9.088142336,0.391994984,0.672985298,-1.341346682,-0.934909891,-0.116923799,-1.125804589,-0.106185171,0.43946759,0.636974503,-0.702102783,-1.395381882,-0.658090579,-0.560341504,0.280682943,-0.130898861,0.365974732,-0.033295864,0.206266429
2000,Kisaralik,Kuskokwim,Kuskokwim,8.64026051,11.02483003,0.480890457,0.229415496,-2.227206339,1.238742079,0.226912612,-0.369853905,-0.13581215,-0.705744345,0.406154474,3.008308421,-0.360074643,-0.560341504,0.554594193,0.253276959,2.255968244,0.206266429,1.60884745,-1.29895527
2001,Kisaralik,Kuskokwim,Kuskokwim,9.687586596,5.882010086,0.61175194,1.476860869,0.488203232,0.27622058,0.395191846,-1.089806972,-0.128795344,0.153704485,-0.9787657,0.719525215,0.337690274,0.554594193,-0.782280197,-0.874022477,-0.092298919,-1.29895527,-1.654256497,1.346232786
2002,Kisaralik,Kuskokwim,Kuskokwim,9.045208294,9.520253496,0.242615839,0.653517825,0.24373751,1.040137648,0.358632698,-0.945816289,-0.315433857,0.742252827,-0.9787657,0.540251073,-0.537517765,-0.782280197,-0.60759421,-0.466586862,-0.307140956,1.346232786,1.917271563,0.86432958
2003,Kisaralik,Kuskokwim,Kuskokwim,8.30828614,9.456270576,0.249357458,0.544303263,-0.019128857,-0.734980547,0.342849731,-1.125804589,0.251120119,0.914348523,-0.170895598,0.739840803,0.228289536,-0.60759421,-0.017107112,-1.457769917,0.225287507,0.86432958,-0.020927963,1.322518296
2004,Kisaralik,Kuskokwim,Kuskokwim,9.865889525,5.836458855,0.166611319,1.317721187,0.622265079,-0.846140732,0.15124071,-0.270860377,-0.472618992,-0.311288039,1.444844604,0.393758568,-0.447684405,-0.017107112,-0.056479164,-0.952586295,0.524897515,1.322518296,0.282962321,0.3098478
2005,Kisaralik,Kuskokwim,Kuskokwim,10.04274051,7.16969076,0.176561499,1.531842816,0.758955589,-1.121271254,-0.073680463,0.404095588,-0.448089009,-2.127747297,-0.863355685,0.158998281,0.544929894,-0.056479164,-0.213625996,-0.138171803,0.070953766,0.3098478,1.64718775,-0.068446135
2006,Kisaralik,Kuskokwim,Kuskokwim,9.619796064,8.358459915,0.169141164,0.541150219,1.593556304,-1.085155005,0.394201158,1.844001615,-0.773056323,1.042119424,0.29074446,-0.378949273,1.379001299,-0.213625996,-0.668231781,-0.615492704,0.492316513,-0.068446135,0.980071092,1.140801562
2007,Kisaralik,Kuskokwim,Kuskokwim,8.801026388,9.061316792,0.174533638,0.466694019,-0.003356875,-0.754324274,0.221592639,2.086985746,-1.723885667,-1.128539204,-0.170895598,-0.43513933,-0.208202827,-0.668231781,1.216224811,-0.491252247,-0.575860613,1.140801562,0.98571558,-0.457205955
2008,Kisaralik,Kuskokwim,Kuskokwim,8.500720631,8.793633263,0.185335694,0.520253326,2.224435585,-0.842695959,0.244546513,1.924996468,-0.940204655,0.910072248,0.752384517,-0.935812143,-1.17457867,1.216224811,0.667482148,-1.385600828,-1.137127947,-0.457205955,-1.715869808,-0.071411007
2009,Kisaralik,Kuskokwim,Kuskokwim,7.985698224,7.751928156,0.332778412,0.75133374,0.702439321,-1.793482516,0.450328684,0.440093232,-0.397059713,-0.441855231,0.059924431,-0.9410836,-1.068290542,0.667482148,-0.353934053,0.598592346,-0.705989038,-0.071411007,0.285413412,-0.977333286
2010,Kisaralik,Kuskokwim,Kuskokwim,7.107875777,8.067497905,0.248057729,0.567594802,-0.674980442,-1.389752462,0.776374563,2.806938732,-1.486390459,0.035055439,0.521564488,-0.766419017,1.769020534,-0.353934053,0.179437008,0.488968414,-0.873917332,-0.977333286,-0.163198573,-1.574585311
2011,Kisaralik,Kuskokwim,Kuskokwim,7.907487095,8.603433576,0.259921947,0.508598029,1.229486386,0.400999704,0.869724829,1.394030972,-1.519215157,-0.677629351,2.137304691,-0.36172681,-0.312044926,0.179437008,0.617536007,1.524001041,0.683663825,-1.574585311,-0.81893908,-1.638057197
2012,Kisaralik,Kuskokwim,Kuskokwim,8.49465124,8.375621029,0.220108657,0.735444366,1.901109954,1.026358554,1.287236284,-1.107805781,-0.855110859,0.789675236,-0.9787657,-0.291518639,0.568944468,0.617536007,0.345005376,-0.664823473,-1.005900187,-1.638057197,-1.414099836,-0.932985521
2013,Kisaralik,Kuskokwim,Kuskokwim,7.641560175,7.087692585,0.158091478,0.899499079,0.666952361,1.57609109,1.459631122,-1.116805185,-0.372254211,1.930878401,-0.747945671,-1.565947332,0.726597781,0.345005376,-1.135760057,-1.279631027,-0.652124913,-0.932985521,1.232837618,1.117446148
1980,Kogrukluk,Kuskokwim,Kuskokwim,9.846478409,9.088348845,0.44892654,0.172736286,-1.11791027,0,-2.018020252,0.017120837,1.728552738,-0.302185813,0.867794532,-0.679320509,0.5280925,-1.198491911,-0.618492562,-0.614701771,0.302415171,-0.8339623,-1.194149005,0.195182299
1981,Kogrukluk,Kuskokwim,Kuskokwim,9.686350063,9.801907743,0.049670679,0.174841121,0.402771662,0,-1.771016707,-0.423850384,1.807115208,0.415989797,0.059924431,0.929077906,-1.063445222,-0.618492562,0.686886096,0.924675077,2.60111411,0.195182299,-1.030426091,-1.556939532
1982,Kogrukluk,Kuskokwim,Kuskokwim,9.467478189,9.32136116,0.049569116,0.142180639,-0.191306327,1.378255399,-1.404131795,0.017120837,1.666088125,-1.067292888,0.29074446,0.072940305,0.986471102,0.686886096,-1.517684969,-1.17257924,-1.733422571,-1.556939532,-1.041198377,-0.30504213
1983,Kogrukluk,Kuskokwim,Kuskokwim,9.038326567,10.22562059,0.318176884,0.136278534,-0.660522792,0.28175755,-1.3445648,-0.126869775,1.492710201,-0.049611727,1.675664633,0.283287096,0.735313728,-1.517684969,-0.4076275,-1.58316663,-2.062889151,-0.30504213,0.814335151,0.385566441
1984,Kogrukluk,Kuskokwim,Kuskokwim,8.532646866,9.16160053,0.048781845,0.150051064,0.985020665,0.82020212,-1.489833947,-0.126869775,1.212412137,0.410774907,0.406154474,1.52146914,-1.626745965,-0.4076275,-0.056980344,0.817792011,-0.029154077,0.385566441,-0.040568954,-2.062619934
1985,Kogrukluk,Kuskokwim,Kuskokwim,8.388164038,10.10698316,0.049109126,0.102073612,-0.404228084,0.258006668,-1.27917655,-1.125804589,1.568583764,-0.335565368,0.867794532,0.369189294,0.515632996,-0.056980344,-1.268325957,0.28468013,0.558994656,-2.062619934,-1.726586098,-0.483396352
1986,Kogrukluk,Kuskokwim,Kuskokwim,8.665014521,9.6355276,0.365435084,0.084175245,-0.805099294,-0.346118634,-1.295741835,0.044119074,1.127390713,0.533319712,0.059924431,1.510748642,1.140575497,-1.268325957,-0.2622311,0.473680675,-0.431944105,-0.483396352,-0.237200069,-0.234403942
1987,Kogrukluk,Kuskokwim,Kuskokwim,9.40792847,9.511111023,0.216326343,0.068122928,1.462123121,-0.168182843,-1.11856755,-0.333856261,0.801156433,2.009610415,0.059924431,-0.824664799,-0.803762924,-0.2622311,1.382958693,0.110017558,-1.2601087,-0.234403942,-1.256193871,-0.153907317
1988,Kogrukluk,Kuskokwim,Kuskokwim,8.97912768,9.407252033,0.04968492,0.080410852,1.242629705,-0.450256782,-1.123159668,-0.315857452,0.871173652,0.183154663,-0.517125642,-0.817093525,-0.487029212,1.382958693,0.245981406,1.988291935,0.501878325,-0.153907317,0.020893395,-1.329560796
1989,Kogrukluk,Kuskokwim,Kuskokwim,9.509682981,10.44496715,0.19574953,0.057573691,0.719525634,-0.319203977,-1.163538411,0.035119662,0.499952344,1.905602694,-0.286305613,-0.543774597,1.446816995,0.245981406,3.097559125,0.327694047,-0.501170061,-1.329560796,-0.860128949,0.480933038
