Project,,,Observation Year,Observation Month/Day,Location,Species,Fish Count,Fish Count, CASE  WHEN Count Type = 'Counted Live' THEN 'Counted' ELSE Count Type END,Method
Kogrukluk River Escapement,,,1984,09/16,Kogrukluk River,Chinook,0,0,Estimated,Weir
Kogrukluk River Escapement,,,1984,09/17,Kogrukluk River,Chinook,0,0,Estimated,Weir
Kogrukluk River Escapement,,,1984,09/18,Kogrukluk River,Chinook,0,0,Estimated,Weir
Kogrukluk River Escapement,,,1984,09/19,Kogrukluk River,Chinook,0,0,Estimated,Weir
Kogrukluk River Escapement,,,1984,09/20,Kogrukluk River,Chinook,0,0,Estimated,Weir
Kogrukluk River Escapement,,,1984,09/21,Kogrukluk River,Chinook,0,0,Estimated,Weir
Kogrukluk River Escapement,,,1984,09/22,Kogrukluk River,Chinook,0,0,Estimated,Weir
Kogrukluk River Escapement,,,1984,09/23,Kogrukluk River,Chinook,0,0,Estimated,Weir
Kogrukluk River Escapement,,,1984,09/24,Kogrukluk River,Chinook,0,0,Estimated,Weir
Kogrukluk River Escapement,,,1984,09/25,Kogrukluk River,Chinook,0,0,Estimated,Weir
Kogrukluk River Escapement,,,1985,06/24,Kogrukluk River,Chinook,0,0,Counted,Weir
Kogrukluk River Escapement,,,1985,06/25,Kogrukluk River,Chinook,1,1,Counted,Weir
Kogrukluk River Escapement,,,1985,06/26,Kogrukluk River,Chinook,0,0,Estimated,Weir
Kogrukluk River Escapement,,,1985,06/27,Kogrukluk River,Chinook,0,0,Estimated,Weir
Kogrukluk River Escapement,,,1985,06/28,Kogrukluk River,Chinook,0,0,Estimated,Weir
Kogrukluk River Escapement,,,1985,06/29,Kogrukluk River,Chinook,0,0,Estimated,Weir
Kogrukluk River Escapement,,,1985,06/30,Kogrukluk River,Chinook,2,2,Estimated,Weir
Kogrukluk River Escapement,,,1985,07/01,Kogrukluk River,Chinook,0,0,Estimated,Weir
Kogrukluk River Escapement,,,1985,07/02,Kogrukluk River,Chinook,8,8,Estimated,Weir
Kogrukluk River Escapement,,,1985,07/03,Kogrukluk River,Chinook,13,13,Estimated,Weir
Kogrukluk River Escapement,,,1985,07/04,Kogrukluk River,Chinook,21,21,Estimated,Weir
Kogrukluk River Escapement,,,1985,07/05,Kogrukluk River,Chinook,53,53,Estimated,Weir
Kogrukluk River Escapement,,,1985,07/06,Kogrukluk River,Chinook,82,82,Estimated,Weir
Kogrukluk River Escapement,,,1985,07/07,Kogrukluk River,Chinook,60,60,Counted,Weir
Kogrukluk River Escapement,,,1985,07/08,Kogrukluk River,Chinook,106,106,Counted,Weir
Kogrukluk River Escapement,,,1985,07/09,Kogrukluk River,Chinook,119,119,Counted,Weir
Kogrukluk River Escapement,,,1985,07/10,Kogrukluk River,Chinook,416,416,Counted,Weir
Kogrukluk River Escapement,,,1985,07/11,Kogrukluk River,Chinook,166,166,Counted,Weir
Kogrukluk River Escapement,,,1985,07/12,Kogrukluk River,Chinook,245,245,Counted,Weir
Kogrukluk River Escapement,,,1985,07/13,Kogrukluk River,Chinook,305,305,Counted,Weir
Kogrukluk River Escapement,,,1985,07/14,Kogrukluk River,Chinook,269,269,Counted,Weir
Kogrukluk River Escapement,,,1985,07/15,Kogrukluk River,Chinook,146,146,Counted,Weir
Kogrukluk River Escapement,,,1985,07/16,Kogrukluk River,Chinook,328,328,Counted,Weir
Kogrukluk River Escapement,,,1985,07/17,Kogrukluk River,Chinook,175,175,Counted,Weir
Kogrukluk River Escapement,,,1985,07/18,Kogrukluk River,Chinook,299,299,Counted,Weir
Kogrukluk River Escapement,,,1985,07/19,Kogrukluk River,Chinook,259,259,Counted,Weir
Kogrukluk River Escapement,,,1985,07/20,Kogrukluk River,Chinook,177,177,Counted,Weir
Kogrukluk River Escapement,,,1985,07/21,Kogrukluk River,Chinook,151,151,Counted,Weir
Kogrukluk River Escapement,,,1985,07/22,Kogrukluk River,Chinook,72,72,Counted,Weir
Kogrukluk River Escapement,,,1985,07/23,Kogrukluk River,Chinook,104,104,Counted,Weir
Kogrukluk River Escapement,,,1985,07/24,Kogrukluk River,Chinook,170,170,Counted,Weir
Kogrukluk River Escapement,,,1985,07/25,Kogrukluk River,Chinook,116,116,Counted,Weir
Kogrukluk River Escapement,,,1985,07/26,Kogrukluk River,Chinook,130,130,Counted,Weir
Kogrukluk River Escapement,,,1985,07/27,Kogrukluk River,Chinook,66,66,Counted,Weir
Kogrukluk River Escapement,,,1985,07/28,Kogrukluk River,Chinook,78,78,Counted,Weir
Kogrukluk River Escapement,,,1985,07/29,Kogrukluk River,Chinook,55,55,Counted,Weir
Kogrukluk River Escapement,,,1985,07/30,Kogrukluk River,Chinook,28,28,Counted,Weir
Kogrukluk River Escapement,,,1985,07/31,Kogrukluk River,Chinook,33,33,Counted,Weir
Kogrukluk River Escapement,,,1985,08/01,Kogrukluk River,Chinook,35,35,Counted,Weir
Kogrukluk River Escapement,,,1985,08/02,Kogrukluk River,Chinook,35,35,Counted,Weir
Kogrukluk River Escapement,,,1985,08/03,Kogrukluk River,Chinook,24,24,Counted,Weir
Kogrukluk River Escapement,,,1985,08/04,Kogrukluk River,Chinook,7,7,Counted,Weir
Kogrukluk River Escapement,,,1985,08/05,Kogrukluk River,Chinook,14,14,Counted,Weir
Kogrukluk River Escapement,,,1985,08/06,Kogrukluk River,Chinook,14,14,Counted,Weir
Kogrukluk River Escapement,,,1985,08/07,Kogrukluk River,Chinook,2,2,Counted,Weir
Kogrukluk River Escapement,,,1985,08/08,Kogrukluk River,Chinook,18,18,Counted,Weir
Kogrukluk River Escapement,,,1985,08/09,Kogrukluk River,Chinook,8,8,Counted,Weir
Kogrukluk River Escapement,,,1985,08/10,Kogrukluk River,Chinook,19,19,Counted,Weir
Kogrukluk River Escapement,,,1985,08/11,Kogrukluk River,Chinook,13,13,Counted,Weir
Kogrukluk River Escapement,,,1985,08/12,Kogrukluk River,Chinook,12,12,Counted,Weir
Kogrukluk River Escapement,,,1985,08/13,Kogrukluk River,Chinook,5,5,Counted,Weir
Kogrukluk River Escapement,,,1985,08/14,Kogrukluk River,Chinook,6,6,Counted,Weir
Kogrukluk River Escapement,,,1985,08/15,Kogrukluk River,Chinook,1,1,Counted,Weir
Kogrukluk River Escapement,,,1985,08/16,Kogrukluk River,Chinook,3,3,Estimated,Weir
Kogrukluk River Escapement,,,1985,08/17,Kogrukluk River,Chinook,3,3,Estimated,Weir
Kogrukluk River Escapement,,,1985,08/18,Kogrukluk River,Chinook,2,2,Estimated,Weir
Kogrukluk River Escapement,,,1985,08/19,Kogrukluk River,Chinook,2,2,Estimated,Weir
Kogrukluk River Escapement,,,1985,08/20,Kogrukluk River,Chinook,2,2,Estimated,Weir
Kogrukluk River Escapement,,,1985,08/21,Kogrukluk River,Chinook,1,1,Estimated,Weir
Kogrukluk River Escapement,,,1985,08/22,Kogrukluk River,Chinook,1,1,Estimated,Weir
Kogrukluk River Escapement,,,1985,08/23,Kogrukluk River,Chinook,0,0,Counted,Weir
Kogrukluk River Escapement,,,1985,08/24,Kogrukluk River,Chinook,0,0,Counted,Weir
Kogrukluk River Escapement,,,1985,08/25,Kogrukluk River,Chinook,0,0,Counted,Weir
Kogrukluk River Escapement,,,1985,08/26,Kogrukluk River,Chinook,0,0,Counted,Weir
Kogrukluk River Escapement,,,1985,08/27,Kogrukluk River,Chinook,0,0,Counted,Weir
Kogrukluk River Escapement,,,1985,08/28,Kogrukluk River,Chinook,0,0,Counted,Weir
Kogrukluk River Escapement,,,1985,08/29,Kogrukluk River,Chinook,0,0,Counted,Weir
Kogrukluk River Escapement,,,1985,08/30,Kogrukluk River,Chinook,0,0,Counted,Weir
Kogrukluk River Escapement,,,1985,08/31,Kogrukluk River,Chinook,0,0,Counted,Weir
Kogrukluk River Escapement,,,1985,09/01,Kogrukluk River,Chinook,0,0,Counted,Weir
Kogrukluk River Escapement,,,1985,09/02,Kogrukluk River,Chinook,0,0,Counted,Weir
Kogrukluk River Escapement,,,1985,09/03,Kogrukluk River,Chinook,0,0,Counted,Weir
Kogrukluk River Escapement,,,1985,09/04,Kogrukluk River,Chinook,0,0,Counted,Weir
Kogrukluk River Escapement,,,1985,09/05,Kogrukluk River,Chinook,0,0,Counted,Weir
Kogrukluk River Escapement,,,1985,09/06,Kogrukluk River,Chinook,0,0,Counted,Weir
Kogrukluk River Escapement,,,1985,09/07,Kogrukluk River,Chinook,0,0,Counted,Weir
Kogrukluk River Escapement,,,1985,09/08,Kogrukluk River,Chinook,0,0,Counted,Weir
Kogrukluk River Escapement,,,1985,09/09,Kogrukluk River,Chinook,0,0,Counted,Weir
Kogrukluk River Escapement,,,1985,09/10,Kogrukluk River,Chinook,0,0,Counted,Weir
Kogrukluk River Escapement,,,1985,09/11,Kogrukluk River,Chinook,0,0,Counted,Weir
Kogrukluk River Escapement,,,1985,09/12,Kogrukluk River,Chinook,0,0,Counted,Weir
