Project,Sample Year,Observation Date,District,Sub District,Location,ASLProjectType,Gear,Mesh,Period,Run,Sex Determination Method,Card No,Fish Num,Sex,Length,Length Type,Age Fresh,Age Salt,Total Age,Age Error,Aging Structure
Andreafsky River (East Fork) Escapement,2017,6/30/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,7,1,female,760,Mid-eye to fork of tail,1,3,5,,scale
Andreafsky River (East Fork) Escapement,2017,6/30/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,7,2,male,609,Mid-eye to fork of tail,1,2,4,,scale
Andreafsky River (East Fork) Escapement,2017,6/30/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,7,3,female,813,Mid-eye to fork of tail,1,3,5,,scale
Andreafsky River (East Fork) Escapement,2017,7/1/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,8,1,male,572,Mid-eye to fork of tail,,2,,"no fresh water age, only salt water",scale
Andreafsky River (East Fork) Escapement,2017,7/1/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,8,2,male,767,Mid-eye to fork of tail,1,3,5,,scale
Andreafsky River (East Fork) Escapement,2017,7/2/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,10,1,male,673,Mid-eye to fork of tail,1,3,5,,scale
Andreafsky River (East Fork) Escapement,2017,7/2/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,9,1,female,757,Mid-eye to fork of tail,1,4,6,,scale
Andreafsky River (East Fork) Escapement,2017,7/2/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,9,2,female,730,Mid-eye to fork of tail,1,3,5,,scale
Andreafsky River (East Fork) Escapement,2017,7/2/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,9,3,female,809,Mid-eye to fork of tail,1,4,6,,scale
Andreafsky River (East Fork) Escapement,2017,7/2/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,9,4,male,590,Mid-eye to fork of tail,1,2,4,,scale
Andreafsky River (East Fork) Escapement,2017,7/2/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,9,5,male,565,Mid-eye to fork of tail,1,2,4,,scale
Andreafsky River (East Fork) Escapement,2017,7/2/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,9,6,male,535,Mid-eye to fork of tail,1,2,4,,scale
Andreafsky River (East Fork) Escapement,2017,7/2/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,9,7,male,534,Mid-eye to fork of tail,1,2,4,,scale
Andreafsky River (East Fork) Escapement,2017,7/2/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,9,8,male,515,Mid-eye to fork of tail,1,2,4,,scale
Andreafsky River (East Fork) Escapement,2017,7/2/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,9,9,female,820,Mid-eye to fork of tail,1,4,6,,scale
Andreafsky River (East Fork) Escapement,2017,7/2/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,9,10,female,794,Mid-eye to fork of tail,1,3,5,,scale
Andreafsky River (East Fork) Escapement,2017,7/3/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,11,1,male,468,Mid-eye to fork of tail,1,2,4,,scale
Andreafsky River (East Fork) Escapement,2017,7/4/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,12,1,male,533,Mid-eye to fork of tail,1,2,4,,scale
Andreafsky River (East Fork) Escapement,2017,7/4/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,12,2,female,530,Mid-eye to fork of tail,1,2,4,,scale
Andreafsky River (East Fork) Escapement,2017,7/4/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,12,3,male,780,Mid-eye to fork of tail,1,3,5,,scale
Andreafsky River (East Fork) Escapement,2017,7/4/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,12,4,female,658,Mid-eye to fork of tail,,3,,"no fresh water age, only salt water",scale
Andreafsky River (East Fork) Escapement,2017,7/5/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,13,1,male,521,Mid-eye to fork of tail,1,2,4,,scale
Andreafsky River (East Fork) Escapement,2017,7/5/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,13,2,male,605,Mid-eye to fork of tail,1,3,5,,scale
Andreafsky River (East Fork) Escapement,2017,7/5/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,13,3,female,823,Mid-eye to fork of tail,1,4,6,,scale
Andreafsky River (East Fork) Escapement,2017,7/5/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,13,4,male,484,Mid-eye to fork of tail,1,2,4,,scale
Andreafsky River (East Fork) Escapement,2017,7/5/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,13,5,female,759,Mid-eye to fork of tail,1,3,5,,scale
Andreafsky River (East Fork) Escapement,2017,7/5/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,13,6,male,482,Mid-eye to fork of tail,1,2,4,,scale
Andreafsky River (East Fork) Escapement,2017,7/5/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,13,7,male,501,Mid-eye to fork of tail,,2,,"no fresh water age, only salt water",scale
Andreafsky River (East Fork) Escapement,2017,7/5/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,13,8,female,761,Mid-eye to fork of tail,1,4,6,,scale
Andreafsky River (East Fork) Escapement,2017,7/5/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,13,9,male,753,Mid-eye to fork of tail,1,3,5,,scale
Andreafsky River (East Fork) Escapement,2017,7/5/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,13,10,male,704,Mid-eye to fork of tail,1,3,5,,scale
Andreafsky River (East Fork) Escapement,2017,7/5/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,14,1,male,582,Mid-eye to fork of tail,,2,,"no fresh water age, only salt water",scale
Andreafsky River (East Fork) Escapement,2017,7/5/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,14,2,female,764,Mid-eye to fork of tail,1,4,6,,scale
Andreafsky River (East Fork) Escapement,2017,7/5/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,14,3,male,733,Mid-eye to fork of tail,1,3,5,,scale
Andreafsky River (East Fork) Escapement,2017,7/6/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,15,1,female,676,Mid-eye to fork of tail,1,2,4,,scale
Andreafsky River (East Fork) Escapement,2017,7/6/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,15,2,male,513,Mid-eye to fork of tail,1,2,4,,scale
Andreafsky River (East Fork) Escapement,2017,7/6/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,15,3,male,539,Mid-eye to fork of tail,1,2,4,,scale
Andreafsky River (East Fork) Escapement,2017,7/6/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,15,4,male,536,Mid-eye to fork of tail,1,2,4,,scale
Andreafsky River (East Fork) Escapement,2017,7/6/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,15,5,male,556,Mid-eye to fork of tail,1,2,4,,scale
Andreafsky River (East Fork) Escapement,2017,7/6/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,15,6,female,644,Mid-eye to fork of tail,1,3,5,,scale
Andreafsky River (East Fork) Escapement,2017,7/6/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,15,7,male,645,Mid-eye to fork of tail,,3,,"no fresh water age, only salt water",scale
Andreafsky River (East Fork) Escapement,2017,7/6/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,15,8,male,595,Mid-eye to fork of tail,1,2,4,,scale
Andreafsky River (East Fork) Escapement,2017,7/6/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,15,9,male,567,Mid-eye to fork of tail,1,2,4,,scale
Andreafsky River (East Fork) Escapement,2017,7/6/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,15,10,male,522,Mid-eye to fork of tail,1,2,4,,scale
Andreafsky River (East Fork) Escapement,2017,7/7/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,16,1,male,562,Mid-eye to fork of tail,1,2,4,,scale
Andreafsky River (East Fork) Escapement,2017,7/7/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,16,2,male,494,Mid-eye to fork of tail,1,2,4,,scale
Andreafsky River (East Fork) Escapement,2017,7/7/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,16,3,male,508,Mid-eye to fork of tail,1,2,4,,scale
Andreafsky River (East Fork) Escapement,2017,7/7/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,16,4,male,447,Mid-eye to fork of tail,1,2,4,,scale
Andreafsky River (East Fork) Escapement,2017,7/7/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,16,5,male,531,Mid-eye to fork of tail,1,2,4,,scale
Andreafsky River (East Fork) Escapement,2017,7/7/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,16,6,male,483,Mid-eye to fork of tail,1,2,4,,scale
Andreafsky River (East Fork) Escapement,2017,7/7/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,16,7,male,517,Mid-eye to fork of tail,1,2,4,,scale
Andreafsky River (East Fork) Escapement,2017,7/7/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,16,8,male,490,Mid-eye to fork of tail,1,2,4,,scale
Andreafsky River (East Fork) Escapement,2017,7/7/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,16,9,female,802,Mid-eye to fork of tail,1,4,6,,scale
Andreafsky River (East Fork) Escapement,2017,7/7/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,16,10,female,792,Mid-eye to fork of tail,1,4,6,,scale
Andreafsky River (East Fork) Escapement,2017,7/7/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,17,1,male,500,Mid-eye to fork of tail,1,2,4,,scale
Andreafsky River (East Fork) Escapement,2017,7/7/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,17,2,male,473,Mid-eye to fork of tail,1,2,4,,scale
Andreafsky River (East Fork) Escapement,2017,7/8/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,18,1,male,798,Mid-eye to fork of tail,1,3,5,,scale
Andreafsky River (East Fork) Escapement,2017,7/8/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,18,2,male,570,Mid-eye to fork of tail,1,4,6,,scale
Andreafsky River (East Fork) Escapement,2017,7/8/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,18,3,female,758,Mid-eye to fork of tail,1,4,6,,scale
Andreafsky River (East Fork) Escapement,2017,7/8/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,18,4,female,821,Mid-eye to fork of tail,1,4,6,,scale
Andreafsky River (East Fork) Escapement,2017,7/8/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,18,5,male,510,Mid-eye to fork of tail,1,2,4,,scale
Andreafsky River (East Fork) Escapement,2017,7/8/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,18,6,male,493,Mid-eye to fork of tail,1,2,4,,scale
Andreafsky River (East Fork) Escapement,2017,7/8/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,18,7,male,561,Mid-eye to fork of tail,1,2,4,,scale
Andreafsky River (East Fork) Escapement,2017,7/8/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,18,8,male,484,Mid-eye to fork of tail,1,2,4,,scale
Andreafsky River (East Fork) Escapement,2017,7/8/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,18,9,male,555,Mid-eye to fork of tail,1,2,4,,scale
Andreafsky River (East Fork) Escapement,2017,7/8/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,18,10,female,708,Mid-eye to fork of tail,1,4,6,,scale
Andreafsky River (East Fork) Escapement,2017,7/8/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,19,1,male,591,Mid-eye to fork of tail,1,2,4,,scale
Andreafsky River (East Fork) Escapement,2017,7/8/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,19,2,male,474,Mid-eye to fork of tail,1,2,4,,scale
Andreafsky River (East Fork) Escapement,2017,7/8/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,19,3,male,443,Mid-eye to fork of tail,1,2,4,,scale
Andreafsky River (East Fork) Escapement,2017,7/9/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,20,1,male,526,Mid-eye to fork of tail,1,2,4,,scale
Andreafsky River (East Fork) Escapement,2017,7/9/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,20,2,male,435,Mid-eye to fork of tail,1,2,4,,scale
Andreafsky River (East Fork) Escapement,2017,7/9/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,20,3,male,726,Mid-eye to fork of tail,1,3,5,,scale
Andreafsky River (East Fork) Escapement,2017,7/9/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,20,4,female,561,Mid-eye to fork of tail,1,3,5,,scale
Andreafsky River (East Fork) Escapement,2017,7/9/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,20,5,male,601,Mid-eye to fork of tail,1,2,4,,scale
Andreafsky River (East Fork) Escapement,2017,7/9/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,20,6,male,484,Mid-eye to fork of tail,1,2,4,,scale
Andreafsky River (East Fork) Escapement,2017,7/9/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,20,7,male,640,Mid-eye to fork of tail,1,3,5,,scale
Andreafsky River (East Fork) Escapement,2017,7/9/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,20,8,female,626,Mid-eye to fork of tail,1,2,4,,scale
Andreafsky River (East Fork) Escapement,2017,7/9/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,20,9,male,510,Mid-eye to fork of tail,1,2,4,,scale
Andreafsky River (East Fork) Escapement,2017,7/10/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,21,1,male,753,Mid-eye to fork of tail,1,3,5,,scale
Andreafsky River (East Fork) Escapement,2017,7/10/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,21,2,female,836,Mid-eye to fork of tail,1,4,6,,scale
Andreafsky River (East Fork) Escapement,2017,7/10/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,21,3,male,466,Mid-eye to fork of tail,1,2,4,,scale
Andreafsky River (East Fork) Escapement,2017,7/10/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,21,4,male,531,Mid-eye to fork of tail,1,2,4,,scale
Andreafsky River (East Fork) Escapement,2017,7/11/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,22,1,male,652,Mid-eye to fork of tail,1,3,5,,scale
Andreafsky River (East Fork) Escapement,2017,7/11/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,22,2,male,505,Mid-eye to fork of tail,1,2,4,,scale
Andreafsky River (East Fork) Escapement,2017,7/11/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,22,3,male,790,Mid-eye to fork of tail,1,4,6,,scale
Andreafsky River (East Fork) Escapement,2017,7/11/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,22,4,female,802,Mid-eye to fork of tail,1,3,5,,scale
Andreafsky River (East Fork) Escapement,2017,7/11/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,22,5,male,609,Mid-eye to fork of tail,1,2,4,,scale
Andreafsky River (East Fork) Escapement,2017,7/11/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,22,6,female,828,Mid-eye to fork of tail,1,4,6,,scale
Andreafsky River (East Fork) Escapement,2017,7/11/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,22,7,male,537,Mid-eye to fork of tail,1,2,4,,scale
Andreafsky River (East Fork) Escapement,2017,7/11/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,22,8,male,473,Mid-eye to fork of tail,1,2,4,,scale
Andreafsky River (East Fork) Escapement,2017,7/11/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,22,9,male,468,Mid-eye to fork of tail,1,2,4,,scale
Andreafsky River (East Fork) Escapement,2017,7/12/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,23,1,female,713,Mid-eye to fork of tail,1,3,5,,scale
Andreafsky River (East Fork) Escapement,2017,7/12/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,23,2,male,630,Mid-eye to fork of tail,1,3,5,,scale
Andreafsky River (East Fork) Escapement,2017,7/12/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,23,3,male,508,Mid-eye to fork of tail,1,2,4,,scale
Andreafsky River (East Fork) Escapement,2017,7/12/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,23,4,male,468,Mid-eye to fork of tail,1,2,4,,scale
Andreafsky River (East Fork) Escapement,2017,7/12/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,23,5,female,734,Mid-eye to fork of tail,1,3,5,,scale
Andreafsky River (East Fork) Escapement,2017,7/12/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,23,6,male,518,Mid-eye to fork of tail,1,2,4,,scale
Andreafsky River (East Fork) Escapement,2017,7/12/2017,Yukon,Y2 (Subdistrict 2),Andreafsky River (East Fork),Escapement,Weir,,,Single Run,External,23,7,male,469,Mid-eye to fork of tail,1,2,4,,scale
